Id;PublicationDate;Title;Name;NormalizedName;WebUrl
8213;2016-03-11;Michael White: Much-loved theatre and film producer;Michael White;Michael White;https://www.independent.co.uk/news/obituaries/michael-white-muchloved-theatre-and-film-producer-whose-hits-included-oh-calcutta-and-the-rocky-horror-show-a6924356.html
8214;2016-03-14;Sir Peter Maxwell Davies: Composer and conductor;Sir Peter Maxwell Davies;Peter Maxwell Davies;https://www.independent.co.uk/news/obituaries/sir-peter-maxwell-davies-composer-and-conductor-who-set-out-as-an-enfant-terrible-but-mellowed-after-he-moved-to-orkney-a6931006.html
8215;2016-03-15;‘Princess Joan of Sealand’: Carnival queen who set up a 'micro-nation';Joan Collins;Joan Collins;https://www.independent.co.uk/news/obituaries/princess-joan-of-sealand-former-carnival-queen-who-became-princess-of-sealand-after-she-and-her-husband-roy-set-up-the-micronation-a6933166.html
8216;2016-03-16;Lord Briggs: Historian who was a noted authority on the Victorians;Lord Briggs;Lord Briggs;https://www.independent.co.uk/news/obituaries/lord-briggs-historian-and-public-servant-who-was-a-noted-authority-on-the-victorians-and-a-pioneer-of-adult-education-a6935361.html
8217;2016-03-16;Sylvia Anderson: Producer and writer who found fame with Thunderbirds;Sylvia Anderson;Sylvia Anderson;https://www.independent.co.uk/news/obituaries/sylvia-anderson-pioneering-producer-and-writer-who-with-her-husband-gerry-anderson-found-lasting-fame-with-thunderbirds-a6935391.html
8218;2016-03-19;Meir Dagan: Army general who became a Mossad chief;Meir Dagan;Meir Dagan;https://www.independent.co.uk/news/obituaries/meir-dagan-army-general-who-became-a-mossad-chief-lauded-for-his-ferocity-but-who-later-criticised-israel-s-policy-towards-iran-a6940591.html
8219;2016-03-19;The Earl of Morton: Livestock farmer who became a crossbench peer;The Earl of Morton;The Earl of Morton;https://www.independent.co.uk/news/obituaries/the-earl-of-morton-businessman-and-livestock-farmer-who-went-on-to-become-a-crossbench-peer-and-work-for-prison-reform-a6940581.html
8220;2016-03-20;Seru Rabeni: Rugby union player won two Premiership titles;Seru Rabeni;Seru Rabeni;https://www.independent.co.uk/news/obituaries/seru-rabeni-rugby-union-player-who-helped-fiji-reach-the-world-cup-quarters-and-won-two-premiership-titles-with-leicester-a6942751.html
8221;2016-03-20;Oumar Ly: Photographer whose archive commemorates rural West Africa;Oumar Ly;Oumar Ly;https://www.independent.co.uk/news/obituaries/oumar-ly-photographer-whose-archive-commemorates-timeless-rural-life-of-west-africa-a6942746.html
8222;2016-03-21;Harry Kartz: Aston Villa director who became chairman;Harry Kartz;Harry Kartz;https://www.independent.co.uk/news/obituaries/harry-kartz-aston-villa-director-who-became-chairman-and-was-on-the-board-during-the-club-s-earlyeighties-pomp-a6944661.html
8223;2016-03-21;Seth Cardew: Ceramics artist who ran his family's pottery in Cornwall;Seth Cardew;Seth Cardew;https://www.independent.co.uk/news/obituaries/seth-cardew-ceramics-artist-who-produced-lively-elegant-plates-and-vases-and-ran-his-family-s-pottery-in-cornwall-a6944651.html
8224;2016-03-22;Sidney Mintz: The 'father of food anthropology';Sidney Mintz;Sidney Mintz;https://www.independent.co.uk/news/obituaries/sidney-mintz-the-father-of-food-anthropology-who-wrote-a-landmark-work-on-sugar-and-its-part-in-shaping-modern-history-a6946841.html
8225;2016-03-22;Pat Conroy: Bestselling author of 'The Great Santini';Pat Conroy;Pat Conroy;https://www.independent.co.uk/news/obituaries/pat-conroy-bestselling-author-who-made-his-name-with-the-novels-the-great-santini-and-the-prince-of-tides-a6946816.html
8226;2016-03-24;Rob Ford: Colourful and populist mayor of Toronto;Rob Ford;Rob Ford;https://www.independent.co.uk/news/obituaries/rob-ford-colourful-and-populist-mayor-of-toronto-whose-career-was-derailed-by-drinking-obscenities-and-videos-of-crack-abuse-a6949291.html
8227;2016-03-24;Peter Baker: Industrious full-back who was an unsung hero;Peter Baker;Peter Baker;https://www.independent.co.uk/news/obituaries/peter-baker-industrious-fullback-who-was-an-unsung-hero-of-tottenham-hotspur-s-1961-doublewinning-team-a6949261.html
8228;2016-03-24;Richie Giachetti: Boxing trainer who rose up from Cleveland underworld;Richie Giachetti;Richie Giachetti;https://www.independent.co.uk/news/obituaries/richie-the-torch-giachetti-boxing-trainer-who-rose-up-from-the-cleveland-underworld-to-assist-larry-holmes-and-mike-tyson-a6949276.html
8229;2016-03-25;Johan Cruyff: One of football's greatest players;Johan Cruyff;Johan Cruyff;https://www.independent.co.uk/news/obituaries/johan-cruyff-one-of-footballs-greatest-players-whose-skill-and-vision-brought-a-rare-and-magical-quality-to-the-game-a6951681.html
8230;2016-03-26;Sandy McDonald: Moderator of the Church of Scotland;Sandy McDonald;Sandy McDonald;https://www.independent.co.uk/news/obituaries/very-reverend-sandy-mcdonald-moderator-of-the-church-of-scotland-who-had-a-cameo-role-in-dr-who-alongside-his-son-david-tennant-a6953021.html
8231;2016-03-26;Hell-raising bassist with Rainbow who married into the aristocracy;Jimmy Bain;Jimmy Bain;https://www.independent.co.uk/news/obituaries/jimmy-bain-hellraising-bassist-with-rainbow-who-became-tabloid-fodder-when-he-married-into-the-aristocracy-a6952991.html
8232;2016-04-10;Obituary: Celebrity lawyer and convicted criminal Seymour Lazar;Seymour Lazar;Seymour Lazar;https://www.independent.co.uk/news/people/obituary-celebrity-lawyer-seymour-lazar-who-worked-for-bob-dylan-and-dated-maya-angelou-dies-at-88-a6977211.html
8233;2016-04-29;Obituary: Harry Wu, Chinese dissident and labour camp activist;Harry Wu;Harry Wu;https://www.independent.co.uk/news/people/obituary-harry-wu-chinese-dissident-and-labour-camp-activist-a7007526.html
8234;2016-08-16;Joao Havelange, former Fifa president and IOC member;Joao Havelange;Joao Havelange;https://www.independent.co.uk/news/obituaries/joao-havelange-obituary-former-fifa-president-and-ioc-member-a7194541.html
8235;2016-08-23;Antony Jay obituary: creator of Yes Minister who gave disconcertingly real insight into the corridors of power;Antony Jay;Antony Jay;https://www.independent.co.uk/news/obituaries/antony-jay-dead-yes-minister-prime-minister-a7206016.html
8236;2016-08-30;Gene Wilder obituary: Star of Willy Wonka and Blazing Saddles ;Gene Wilder;Gene Wilder;https://www.independent.co.uk/news/obituaries/gene-wilder-obituary-star-of-willy-wonka-and-blazing-saddles-who-grew-to-dislike-the-business-of-show-a7215831.html
8237;2016-09-26;Arnold Palmer obituary: The King of golf, who took the game to the masses;Arnold Palmer;Arnold Palmer;https://www.independent.co.uk/news/obituaries/arnold-palmer-obituary-the-king-of-golf-who-took-the-game-to-the-masses-a7330621.html
8238;2016-10-24;Jimmy Perry obituary: Creator of much-loved sitcom Dad's Army;Jimmy Perry;Jimmy Perry;https://www.independent.co.uk/news/obituaries/jimmy-perry-obituary-creator-of-muchloved-sitcom-dad-s-army-a7377946.html
8239;2016-11-08;Jimmy Young obituary: Margaret Thatcher’s favourite broadcaster;Jimmy Young;Jimmy Young;https://www.independent.co.uk/news/obituaries/jimmy-young-charttopping-singer-bbc-radio-2-presenter-margaret-thatcher-s-favourite-broadcaster-a7404801.html
8240;2016-11-23;William Trevor obituary: Triple Whitbread Prize-winning Irish novelist, playwright and short story writer;William Trevor;William Trevor;https://www.independent.co.uk/news/obituaries/william-trevor-dead-obituary-triple-whitbread-prizewinning-irish-novelist-playwright-and-short-story-writer-a7429376.html
8241;2016-12-20;Zsa Zsa Gabor obituary: the first celebrity 'famous for being famous';Zsa Zsa Gabor;Zsa Zsa Gabor;https://www.independent.co.uk/news/obituaries/zsa-zsa-gabor-obituary-the-first-celebrity-famous-for-being-famous-a7484651.html
8242;2017-01-13;Lord Snowdon obituary: aristocrat, photographer, bohemian;Lord Snowdon;Lord Snowdon;https://www.independent.co.uk/news/obituaries/lord-snowdon-obituary-princess-margaret-photographer-a7526301.html
8243;2017-02-25;Lord Waddington obituary: Chief Whip and Home Secretary under Margaret Thatcher;Lord Waddington;Lord Waddington;https://www.independent.co.uk/news/obituaries/david-waddington-dead-obituary-lord-chief-whip-and-home-secretary-a7598251.html
8244;2017-02-27;Remembering Sir Gerald Kaufman, who has died age 86;Sir Gerald Kaufman;Gerald Kaufman;https://www.independent.co.uk/news/obituaries/gerald-kaufman-dead-labour-mp-obituary-father-of-house-manchester-gorton-shadow-minister-1983-election-suicide-note-a7601436.html
8245;2017-03-17;St Lucian Nobel Laureate and poet Derek Walcott remembered;Derek Walcott;Derek Walcott;https://www.independent.co.uk/news/obituaries/derek-walcott-obituary-st-lucia-poet-nobel-laureate-aged-87-playwright-dies-died-obituary-a7635636.html
8246;2017-03-19;Chuck Berry remembered: 'There is not a rock musician alive who has failed to fall under his spell';Chuck Berry;Chuck Berry;https://www.independent.co.uk/news/obituaries/chuck-berry-dies-rock-and-roll-dead-aged-90-a7637506.html
8247;2017-03-21;Remembering David Rockefeller: A billionaire banker who gave back ;David Rockefeller;David Rockefeller;https://www.independent.co.uk/news/obituaries/david-rockefeller-a7640396.html
8248;2017-03-21;Martin McGuinness: One of the most dangerous enemies the UK ever had ;Martin McGuinness;Martin McGuinness;https://www.independent.co.uk/news/obituaries/martin-mcguinness-obituary-death-ira-sinn-fein-life-career-a7619391.html
8249;2017-03-21;Colin Dexter obituary: Inspector Morse creator and one of the great whodunit men;Colin Dexter;Colin Dexter;https://www.independent.co.uk/news/obituaries/colin-dexter-obituary-inspector-morse-oxford-whodunit-crime-writer-a7642411.html
8250;2017-04-07;Tim Pigott-Smith obituary: star of TV, film and theatre who became a familiar face to households across the UK;Tim Pigott-Smith;Tim Pigott-Smith;https://www.independent.co.uk/news/obituaries/tim-pigottsmith-obituary-star-of-tv-film-and-theatre-who-became-a-familiar-face-to-households-across-the-uk-a7673356.html
8251;2017-04-08;Brian Matthew obituary: BBC Radio 2 'Sounds of the 60s' presenter 'who started all this DJ lark';Brian Matthew;Brian Matthew;https://www.independent.co.uk/news/obituaries/brian-matthew-obituary-bbc-radio-2-sounds-of-the-60s-presenter-who-started-all-this-dj-lark-a7668026.html
8252;2017-04-21;Germaine Mason obituary: Jamaican-born high jumper who won Olympic silver for Team GB;Germaine Mason;Germaine Mason;https://www.independent.co.uk/news/obituaries/germaine-mason-obituary-jamaicanborn-high-jumper-who-won-olympic-silver-for-team-gb-beijing-a7695716.html
8253;2017-04-23;Ugo Ehiogu, obituary: former Aston Villa and England defender who went on to coach at Tottenham;Ugo Ehiogu;Ugo Ehiogu;https://www.independent.co.uk/news/obituaries/ugo-ehiogu-obituary-former-aston-villa-and-england-defender-who-went-on-to-coach-at-tottenham-a7695786.html
8254;2017-04-25;Erin Moran, obituary: the child star best known for her role as vivacious teenager Joanie Cunningham in Happy Days;Erin Moran;Erin Moran;https://www.independent.co.uk/news/obituaries/erin-moran-a7698886.html
8255;2017-04-26;Gervase de Peyer, obituary;Gervase de Peyer;Gervase de Peyer;https://www.independent.co.uk/news/obituaries/gervase-de-peyer-obituary-musician-clairnet-a7698976.html
8256;2017-05-05;Moray Watson, the character actor who spent 60 years in the business ;Moray Watson;Moray Watson;https://www.independent.co.uk/news/obituaries/moray-watson-david-niven-judi-dench-darling-buds-of-may-a7717876.html
8257;2017-05-07;Heinz Kessler, obituary: East Germany's last defence minister;Heinz Kessler;Heinz Kessler;https://www.independent.co.uk/news/obituaries/heinz-kessler-obituary-east-germany-last-defence-minister-a7722516.html
8258;2017-05-09;Timo Makinen, obituary: the Flying Finn of rally driving who won the RAC rally three times;Timo Makinen;Timo Makinen;https://www.independent.co.uk/news/obituaries/timo-makinen-obituary-the-flying-finn-of-rally-driving-who-won-the-rac-rally-three-times-a7723001.html
8259;2017-05-12;Robert Miles obituary: Trance DJ behind hit chillout music track 'Children';Robert Miles;Robert Miles;https://www.independent.co.uk/news/obituaries/robert-miles-trance-dj-chillout-music-track-children-dies-47-a7732011.html
8260;2017-05-16;Ian Brady obituary: Convicted killer notorious for the depravity of his crimes ;Ian Brady;Ian Brady;https://www.independent.co.uk/news/obituaries/ian-brady-dead-obituary-moors-murders-pennines-lancashire-a7737716.html
8261;2017-05-18;Javier Valdez Cardenas, obituary: Crusading journalist who covered Mexican drug trade;Javier Valdez Cardenas;Javier Valdez Cardenas;https://www.independent.co.uk/news/obituaries/javier-valdez-cardenas-a7740786.html
8262;2017-05-18;Hugh Thomas, obituary: British historian who covered the Spanish civil war and Charles V ;Hugh Thomas;Hugh Thomas;https://www.independent.co.uk/news/obituaries/hugh-thomas-obituary-british-historian-who-covered-the-spanish-civil-war-and-charles-v-a7728431.html
8263;2017-05-19;Roger Ailes, obituary: Fox News founder who wielded political clout;Roger Ailes;Roger Ailes;https://www.independent.co.uk/news/obituaries/roger-ailes-obituary-fox-news-founder-who-wielded-political-clout-a7744291.html
8264;2017-05-20;Chris Cornell: Soundgarden singer who helped define grunge;Chris Cornell;Chris Cornell;https://www.independent.co.uk/news/obituaries/chris-cornell-soungarden-obituary-grunge-seattle-a7744616.html
8265;2017-05-23;Sir Roger Moore: Remembering the quintessential English actor;Sir Roger Moore;Roger Moore;https://www.independent.co.uk/news/obituaries/roger-moore-dead-james-bond-actor-the-saint-dies-aged-89-maverick-persuaders-a7751561.html
8266;2017-05-24;Sir Paul Judge: Philanthropist, entrepreneur and businessman;Sir Paul Judge;Paul Judge;https://www.independent.co.uk/news/obituaries/sir-paul-judge-philanthropist-entrepreneur-career-businessman-died-68-a7753966.html
8267;2017-05-29;John Noakes obituary: The action hero of Blue Peter;John Noakes;John Noakes;https://www.independent.co.uk/news/obituaries/john-naokes-obituary-blue-peter-action-star-a7761631.html
8268;2017-05-30;Gregg Allman obituary: Southern rock trailblazer behind Allman Brothers Band;Gregg Allman;Gregg Allman;https://www.independent.co.uk/news/obituaries/gregg-allman-obituary-allman-brothers-band-music-a7761691.html
8269;2017-05-31;Zbigniew Brzezinski, obituary: policy theorist who served as Jimmy Carter's national security adviser;Zbigniew Brzezinski;Zbigniew Brzezinski;https://www.independent.co.uk/news/obituaries/zbigniew-brzezinski-obituary-policy-theorist-who-served-as-jimmy-carters-national-security-adviser-a7763421.html
8270;2017-06-01;Sir Alistair Horne, obituary: admired war historian;Sir Alistair Horne;Alistair Horne;https://www.independent.co.uk/news/obituaries/alistair-horne-obituary-admired-war-historian-a7767416.html
8271;2017-06-05;Panama dictator Manuel Noriega worked with the CIA while murdering his political opponents;Manuel Noriega;Manuel Noriega;https://www.independent.co.uk/news/obituaries/manuel-noriega-panama-dictor-dead-cia-murder-medellin-cartel-drugs-us-war-a7762846.html
8272;2017-06-09;Adnan Khashoggi: Saudi arms dealer and Dodi Al-Fayed uncle remembered;Adnan Khashoggi;Adnan Khashoggi;https://www.independent.co.uk/news/obituaries/adnan-khashoggi-dead-saudi-arabia-arms-dealer-playboy-dodi-al-fayed-uncle-dies-died-diana-a7776776.html
8273;2017-06-12;Adam West, obituary: actor who found fame but frustration as TV's Batman;Adam West;Adam West;https://www.independent.co.uk/news/obituaries/adam-west-obituary-actor-who-found-fame-but-frustration-as-tv-s-batman-a7785396.html
8274;2017-06-14;Anita Pallenberg, obituary: The model and Rolling Stones muse embodied sixties glamour;Anita Pallenberg;Anita Pallenberg;https://www.independent.co.uk/news/obituaries/anita-pallenberg-dead-life-career-rolling-stones-muse-model-fashion-keith-richards-a7790331.html
8275;2017-06-15;Vin Garbutt: 'Teesside Troubador' and British folk music artist;Vin Garbutt;Vin Garbutt;https://www.independent.co.uk/news/obituaries/vin-garbutt-remembered-died-69-british-folk-music-artist-a7779331.html
8276;2017-06-16;Countess Mountbatten of Burma, obituary: Survivor of IRA bomb and known for her work with bereavement charities;Countess Mountbatten of Burma;Mountbatten of Burma;https://www.independent.co.uk/news/obituaries/countess-mountbatten-burma-93-earl-mountbatten-countess-mountbatten-of-burma-dead-ira-bomb-survivor-bereavement-charity-work-a7793066.html
8277;2017-06-21;Brian Cant obituary: Charismatic Sixties children's TV presenter;Brian Cant;Brian Cant;https://www.independent.co.uk/news/obituaries/brian-cant-remembered-sixties-children-s-tv-presenter-83-play-school-play-away-a7799256.html
8278;2017-06-26;Gordon Wilson, obituary: former SNP leader who coined the slogan ‘It's Scotland's oil!’;Gordon Wilson;Gordon Wilson;https://www.independent.co.uk/news/obituaries/gordon-wilson-obituary-former-snp-leader-who-coined-the-slogan-its-scotlands-oil-a7808746.html
8279;2017-06-26;Yuri Drozdov, obituary: Soviet spymaster who set up the KGB's 'illegals' programme of agents working abroad;Yuri Drozdov;Yuri Drozdov;https://www.independent.co.uk/news/obituaries/yuri-drozdov-obituary-soviet-spymaster-who-set-up-the-kgbs-illegals-programme-of-agents-working-abroad-a7805606.html
8280;2017-07-03;Alain Senderens, obituary: world-renowned French chef;Alain Senderens;Alain Senderens;https://www.independent.co.uk/news/obituaries/alain-senderens-obituary-worldrenowned-french-chef-a7814901.html
8281;2017-07-03;Tom Kremer: entrepreneur who discovered the Rubik's Cube;Tom Kremer;Tom Kremer;https://www.independent.co.uk/news/obituaries/tom-kremer-rubiks-cube-entrepreneur-publisher-notting-hill-editions-a7812556.html
8282;2017-07-04;Michael Bond, obituary: author and creator of Paddington Bear;Michael Bond;Michael Bond;https://www.independent.co.uk/news/obituaries/michael-bond-obituary-author-and-creator-of-paddington-bear-a7812426.html
8283;2017-07-04;Peter Sallis, the Last of the Summer Wine actor later enchanted children as the voice of Wallace;Peter Sallis;Peter Sallis;https://www.independent.co.uk/news/obituaries/peter-sallis-dead-life-career-who-was-he-last-summer-wine-wallace-gromit-death-age-obituary-a7774161.html
8284;2017-07-10;Bert Rossi: East End mobster who advised the Krays ;Bert Rossi;Bert Rossi;https://www.independent.co.uk/news/obituaries/bert-rossi-east-end-mobster-who-advised-the-krays-obituary-a7832731.html
8285;2017-07-13;Pierre Henry, composer of musique concrète;Pierre Henry;Pierre Henry;https://www.independent.co.uk/news/obituaries/pierre-henry-composer-of-musique-concrete-a7838681.html
8286;2017-07-21;Jon Underwood, founder of Death Café;Jon Underwood;Jon Underwood;https://www.independent.co.uk/news/obituaries/jon-underwood-founder-of-death-cafe-a7850331.html
8287;2017-07-22;Mary Turner, trade unionist and president of GMB union;Mary Turner;Mary Turner;https://www.independent.co.uk/news/obituaries/mary-turner-trade-unionist-and-president-of-gmb-union-a7853456.html
8288;2017-07-25;Chester Bennington: Lead singer of Linkin Park remembered;Chester Bennington;Chester Bennington;https://www.independent.co.uk/news/obituaries/chester-bennington-linkin-park-lead-singer-fans-death-suicide-childhood-chris-cornell-nu-metal-a7858551.html
8289;2017-07-27;Deborah Watling: actress whose short stint as a Doctor Who companion made a lasting impression;Deborah Watling;Deborah Watling;https://www.independent.co.uk/news/obituaries/deborah-watling-actress-whose-short-stint-as-a-doctor-who-companion-made-a-lasting-impression-a7862891.html
8290;2017-07-28;John Heard: actor best known for Home Alone movies;John Heard;John Heard;https://www.independent.co.uk/news/obituaries/obituary-john-heard-actor-best-known-for-home-alone-movies-a7864741.html
8291;2017-08-02;Germany’s ‘Great Jewish Hope’ who was denied the chance of gold at Hitler’s Olympics;Margaret Bergmann Lambert;Margaret Bergmann Lambert;https://www.independent.co.uk/news/obituaries/margaret-bergmann-lambert-obituary-germany-s-great-jewish-hope-who-was-denied-the-chance-of-gold-at-hitler-s-olympics-a7868966.html
8292;2017-08-04;Hywel Bennett obituary: actor who rose to fame as a sitcom star ;Hywel Bennett;Hywel Bennett;https://www.independent.co.uk/news/obituaries/hywel-bennett-actor-thames-television-shelley-a7874336.html
8293;2017-08-07;The spellbinding movie star who earned global renown in 'Jules and Jim' ;Jeanne Moreau;Jeanne Moreau;https://www.independent.co.uk/news/obituaries/jeanne-moreau-remembered-the-spellbinding-movie-star-who-earned-global-renown-in-jules-and-jim-and-the-lovers-a7869321.html
8294;2017-08-08;Kevin McNamara, politician and advocate for Irish unity;Kevin McNamara;Kevin McNamara;https://www.independent.co.uk/news/obituaries/kevin-mcnamara-politician-and-advocate-for-irish-unity-a7881191.html
8295;2017-08-14;Arthur Boyars remembered: Gifted poet and publisher ;Arthur Boyars;Arthur Boyars;https://www.independent.co.uk/news/obituaries/arthur-boyars-poet-and-publisher-a7891901.html
8296;2017-08-16;Jorge Zorreguieta, 'dirty war' minister who couldn't escape his past;Jorge Zorreguieta;Jorge Zorreguieta;https://www.independent.co.uk/news/obituaries/jorge-zorreguieta-dirty-war-argentina-queen-maxima-netherlands-junta-videla-isabel-peron-a7895981.html
8297;2017-08-17;Edward Allcard, sailor and adventurer;Edward Allcard;Edward Allcard;https://www.independent.co.uk/news/obituaries/edward-allcard-sailor-and-adventurer-a7897661.html
8298;2017-08-18;Richard Gordon, doctor and author ;Richard Gordon;Richard Gordon;https://www.independent.co.uk/news/obituaries/richard-gordon-remembered-doctor-and-author-dies-95-a7898026.html
8299;2017-08-18;Remembering Bruce Forsyth, the face of Saturday night television;Bruce Forsyth;Bruce Forsyth;https://www.independent.co.uk/news/obituaries/bruce-forsyth-death-obituary-tributes-biography-who-was-he-career-life-a7900981.html
8300;2017-08-21;Jerry Lewis: The slapstick clown who raised billions for muscular dystrophy;Jerry Lewis;Jerry Lewis;https://www.independent.co.uk/news/obituaries/jerry-lewis-dead-slapstick-clown-comedia-who-raised-billions-for-muscular-dystrophy-a7904421.html
8301;2017-08-22;David Somerset, society grandee;David Somerset;David Somerset;https://www.independent.co.uk/news/obituaries/david-somerset-society-grandee-a7900761.html
8302;2017-08-23;Brian Aldiss, science fiction writer ;Brian Aldiss;Brian Aldiss;https://www.independent.co.uk/news/obituaries/brian-aldiss-author-science-fiction-writer-norfolk-supertoys-last-all-summer-long-a7908846.html
8303;2017-08-28;Obituary: Sean O’Callaghan, high-ranking IRA bomb maker turned informant;Sean O’Callaghan;Sean O’Callaghan;https://www.independent.co.uk/news/obituaries/sean-o-callaghan-ira-defector-a7916436.html
8304;2017-09-01;Mavis Arnold, a journalist who revealed Catholic child abuse ;Mavis Arnold;Mavis Arnold;https://www.independent.co.uk/news/obituaries/mavis-arnold-obituary-journalist-poor-clares-orphanage-abuse-catholic-church-childrens-home-a7924091.html
8305;2017-09-04;Sir David Tang, entrepreneur;Sir David Tang;David Tang;https://www.independent.co.uk/news/obituaries/sir-david-tang-entrepreneur-a7928551.html
8306;2017-09-05;Cormac Murphy-O’Connor, retired Archbishop of Westminster;Cormac Murphy-O’Connor;Cormac Murphy-O’Connor;https://www.independent.co.uk/news/obituaries/cormac-murphyo-connor-retired-archbishop-of-westminster-a7930771.html
8307;2017-09-12;Sir Peter Hall, titan of British theatre;Sir Peter Hall;Peter Hall;https://www.independent.co.uk/news/obituaries/sir-peter-hall-titan-of-british-theatre-a7942541.html
8308;2017-09-15;JP Donleavy, author whose debut novel The Ginger Man shocked society;JP Donleavy;JP Donleavy;https://www.independent.co.uk/news/obituaries/jp-donleavy-author-the-ginger-man-a7948171.html
8309;2017-09-16;Ann Jellicoe, playwright, director and teacher;Ann Jellicoe;Ann Jellicoe;https://www.independent.co.uk/news/obituaries/ann-jellicoe-playwright-director-and-teacher-a7948191.html
8310;2017-09-18;John Sands, northern pub entrepreneur;John Sands;John Sands;https://www.independent.co.uk/news/obituaries/john-sands-northern-pub-entrepreneur-a7952436.html
8311;2017-09-27;Tony Booth;Tony Booth;Tony Booth;https://www.independent.co.uk/news/obituaries/tony-booth-actor-activist-till-death-us-do-part-alf-garnett-tony-blair-died-85-a7969781.html
8312;2017-09-28;Elizabeth Dawn: The actress who found fame as loudmouth Vera Duckworth in Coronation Street;Elizabeth Dawn;Elizabeth Dawn;https://www.independent.co.uk/news/obituaries/elizabeth-dawn-vera-duckworth-coronation-street-dead-obituary-a7967701.html
8313;2017-09-29;Hugh Hefner: Playboy founder who embodied the contradictions of the sexual revolution;Hugh Hefner;Hugh Hefner;https://www.independent.co.uk/news/obituaries/hugh-hefner-playboy-magazine-bunny-died-obituary-pornography-sexual-revolution-mansion-marilyn-monroe-a7971821.html
8314;2017-10-01;Aneurin Jones: painter who was inspired by the people of mid-Wales;Aneurin Jones;Aneurin Jones;https://www.independent.co.uk/news/obituaries/aneurin-jones-painter-wales-upland-midwales-mountains-obituary-powys-breconshire-carmarthenshire-cardiganshire-a7968611.html
8315;2017-10-03;Tobe Hooper, master of horror;Tobe Hooper;Tobe Hooper;https://www.independent.co.uk/news/obituaries/tobe-hooper-obituary-a7919821.html
8316;2017-10-03;Obituary: Tom Petty, rock star and lead man of The Heartbreakers;Tom Petty;Tom Petty;https://www.independent.co.uk/news/obituaries/tom-petty-dead-death-dies-rock-star-the-heartbreakers-age-66-music-life-career-a7980056.html
8317;2017-10-04;Suzan Farmer: actress and Hammer scream queen who livened up a series of movies;Suzan Farmer;Suzan Farmer;https://www.independent.co.uk/news/obituaries/suzan-farmer-actress-obituary-hammer-films-a7982241.html
8318;2017-10-06;Arthur Janov: 'Primal scream' psychologist embraced by John Lennon;Arthur Janov;Arthur Janov;https://www.independent.co.uk/news/obituaries/arthur-janov-obituary-primal-scream-psychologist-embraced-by-john-lennon-a7986301.html
8319;2017-10-16;Terry Downes: the boxer who shrugged off beat Sugar Ray Robinson;Terry Downes;Terry Downes;https://www.independent.co.uk/news/obituaries/terry-downes-boxer-a7992616.html
8320;2017-10-20;Daphne Caruana Galizia: Journalist who exposed corruption in Malta;Daphne Caruana Galizia;Daphne Caruana Galizia;https://www.independent.co.uk/news/obituaries/daphne-caruana-galizia-journalist-who-exposed-corruption-in-malta-and-broke-panama-papers-a8007266.html
8321;2017-10-21;Anne Wiazemsky: French actress and novelist who inspired Jean-Luc Godard;Anne Wiazemsky;Anne Wiazemsky;https://www.independent.co.uk/news/obituaries/anne-wiazemsky-french-actress-and-novelist-who-inspired-jeanluc-godard-a8003196.html
8322;2017-10-23;Roy Dotrice: seasoned film and theatre actor best known for 'Amadeus' and 'Beauty and the Beast';Roy Dotrice;Roy Dotrice;https://www.independent.co.uk/news/obituaries/roy-dotrice-seasoned-film-and-theatre-actor-bestknown-for-amadeus-and-beauty-and-the-beast-a8003391.html
8323;2017-10-27;David Marks: Architect behind the London Eye;David Marks;David Marks;https://www.independent.co.uk/news/obituaries/david-marks-london-eye-and-kew-s-treetop-walkway-a8003326.html
8324;2017-10-27;Rosemary Leach: talented actress overlooked by the RSC;Rosemary Leach;Rosemary Leach;https://www.independent.co.uk/news/obituaries/rosemary-leach-room-with-a-view-actor-whose-roles-spanned-ages-genres-and-social-divides-a8021566.html
8325;2017-11-05;Umberto Lenzi: Italian cult director who made his mark as an innovator of the cannibal genre;Umberto Lenzi;Umberto Lenzi;https://www.independent.co.uk/news/obituaries/umberto-lenzi-italian-director-who-made-his-mark-with-cannibal-and-giallo-films-a8036531.html
8326;2017-11-06;John Mollo: Costume designer who brought Star Wars to life;John Mollo;John Mollo;https://www.independent.co.uk/news/obituaries/john-mollo-costume-designer-who-brought-star-wars-to-life-a8039921.html
8327;2017-11-08;Candy Atherton: Popular former Labour MP who fought for Cornwall;Candy Atherton;Candy Atherton;https://www.independent.co.uk/news/obituaries/candy-atherton-popular-former-labour-mp-who-unseated-sebastian-coe-a8042531.html
8328;2017-11-14;John Hillerman: Actor who played Higgins in ‘Magnum PI’;John Hillerman;John Hillerman;https://www.independent.co.uk/news/obituaries/john-hillerman-character-actor-who-achieved-fame-as-higgins-in-eighties-tv-series-magnum-pi-a8053831.html
8329;2017-11-15;Isabella Karle: Chemist who reveleaed molecular structures;Isabella Karle;Isabella Karle;https://www.independent.co.uk/news/obituaries/isabella-karle-chemist-who-revealed-molecular-structures-and-helped-husband-win-nobel-prize-a8055781.html
8330;2017-11-17;Keith Barron: Actor who starred in 1980s sitcom ‘Duty Free’ ;Keith Barron;Keith Barron;https://www.independent.co.uk/news/obituaries/keith-barron-actor-who-starred-in-1980s-sitcom-duty-free-and-haggard-a8060016.html
