Id;PublicationDate;Title;Name;NormalizedName;WebUrl
3259;1999-08-13;Obituary: Bob Herbert;Bob Herbert;Bob Herbert;https://www.independent.co.uk/arts-entertainment/obituary-bob-herbert-1112346.html
3260;1999-08-13;Obituary: Rudy Burckhardt;Rudy Burckhardt;Rudy Burckhardt;https://www.independent.co.uk/arts-entertainment/obituary-rudy-burckhardt-1112344.html
3261;1999-08-13;Obituary: Sir Leonard Crossland;Sir Leonard Crossland;Leonard Crossland;https://www.independent.co.uk/arts-entertainment/obituary-sir-leonard-crossland-1112345.html
3262;1999-08-16;Obituary: Ignatz Bubis;Ignatz Bubis;Ignatz Bubis;https://www.independent.co.uk/arts-entertainment/obituary-ignatz-bubis-1113062.html
3263;1999-08-18;Obituary: David Graham;David Graham;David Graham;https://www.independent.co.uk/arts-entertainment/obituary-david-graham-1113412.html
3264;1999-08-18;Obituary: Maggie Black;Maggie Black;Maggie Black;https://www.independent.co.uk/arts-entertainment/obituary-maggie-black-1113414.html
3265;1999-08-20;Obituary: John Higgins;John Higgins;John Higgins;https://www.independent.co.uk/arts-entertainment/obituary-john-higgins-1113740.html
3266;1999-08-24;Obituary: Jaime Garzn;Jaime Garzn;Jaime Garzn;https://www.independent.co.uk/arts-entertainment/obituary-jaime-garzn-1114646.html
3267;1999-08-24;Obituary: Peter Carter;Peter Carter;Peter Carter;https://www.independent.co.uk/arts-entertainment/obituary-peter-carter-1114641.html
3268;1999-08-24;Obituary: William E. Fredeman;William E. Fredeman;William E. Fredeman;https://www.independent.co.uk/arts-entertainment/obituary-william-e-fredeman-1114639.html
3269;1999-08-25;Obituary: Lord Orr-Ewing;Lord Orr-Ewing;Lord Orr-Ewing;https://www.independent.co.uk/arts-entertainment/obituary-lord-orrewing-1114946.html
3270;1999-08-26;Obituary: Leo Castelli;Leo Castelli;Leo Castelli;https://www.independent.co.uk/arts-entertainment/obituary-leo-castelli-1115353.html
3271;1999-08-27;Obituary: Norman Wexler;Norman Wexler;Norman Wexler;https://www.independent.co.uk/arts-entertainment/obituary-norman-wexler-1115537.html
3272;1999-08-28;Obituary: Nancy Guild;Nancy Guild;Nancy Guild;https://www.independent.co.uk/arts-entertainment/obituary-nancy-guild-1116213.html
3273;1999-08-28;Obituary: Helen Roeder;Helen Roeder;Helen Roeder;https://www.independent.co.uk/arts-entertainment/obituary-helen-roeder-1116215.html
3274;1999-08-28;Obituary: Richard Olney;Richard Olney;Richard Olney;https://www.independent.co.uk/arts-entertainment/obituary-richard-olney-1116214.html
3275;1999-08-30;Obituary: Ross Elliott;Ross Elliott;Ross Elliott;https://www.independent.co.uk/arts-entertainment/obituary-ross-elliott-1118329.html
3276;1999-08-30;Obituary: Vera Krasovskaya;Vera Krasovskaya;Vera Krasovskaya;https://www.independent.co.uk/arts-entertainment/obituary-vera-krasovskaya-1118342.html
3277;1999-09-02;Obituary: Lubos Fiser;Lubos Fiser;Lubos Fiser;https://www.independent.co.uk/arts-entertainment/obituary-lubos-fiser-1115098.html
3278;1999-09-02;Obituary: Archbishop Helder Camara;Archbishop Helder Camara;Helder Camara;https://www.independent.co.uk/arts-entertainment/obituary-archbishop-helder-camara-1115091.html
3279;1999-09-03;Obituary: David March;David March;David March;https://www.independent.co.uk/arts-entertainment/obituary-david-march-5381369.html
3280;1999-09-03;Obituary: Alberto Gironella;Alberto Gironella;Alberto Gironella;https://www.independent.co.uk/arts-entertainment/obituary-alberto-gironella-1115680.html
3281;1999-09-04;Obituary: Sir Gordon Beveridge;Sir Gordon Beveridge;Gordon Beveridge;https://www.independent.co.uk/arts-entertainment/obituary-sir-gordon-beveridge-1115892.html
3282;1999-09-07;Obituary: Lord Oram;Lord Oram;Lord Oram;https://www.independent.co.uk/arts-entertainment/obituary-lord-oram-1116961.html
3283;1999-09-07;Obituary: Marguerite Chapman;Marguerite Chapman;Marguerite Chapman;https://www.independent.co.uk/arts-entertainment/obituary-marguerite-chapman-1116960.html
3284;1999-09-07;Obituary: Captain Raymond Hart;Captain Raymond Hart;Raymond Hart;https://www.independent.co.uk/arts-entertainment/obituary-captain-raymond-hart-1116975.html
3285;1999-09-07;Obituary: Lt-Col Ernesto Melo Antunes;Lt-Col Ernesto Melo Antunes;Ernesto Melo Antunes;https://www.independent.co.uk/arts-entertainment/obituary-ltcol-ernesto-melo-antunes-1116974.html
3286;1999-09-08;Obituary: Allen Funt;Allen Funt;Allen Funt;https://www.independent.co.uk/arts-entertainment/obituary-allen-funt-1117146.html
3287;1999-09-10;Obituary: Ruby Johnson;Ruby Johnson;Ruby Johnson;https://www.independent.co.uk/arts-entertainment/obituary-ruby-johnson-1117495.html
3288;1999-09-10;Obituary: Sir Ralph Riley;Sir Ralph Riley;Ralph Riley;https://www.independent.co.uk/arts-entertainment/obituary-sir-ralph-riley-1117500.html
3289;1999-09-13;Obituary: Chili Bouchier;Chili Bouchier;Chili Bouchier;https://www.independent.co.uk/arts-entertainment/obituary-chili-bouchier-1118812.html
3290;1999-09-13;Obituary: Janet Adam Smith;Janet Adam Smith;Janet Adam Smith;https://www.independent.co.uk/arts-entertainment/obituary-janet-adam-smith-1118813.html
3291;1999-09-14;Obituary: Ruth Roman;Ruth Roman;Ruth Roman;https://www.independent.co.uk/arts-entertainment/obituary-ruth-roman-1118986.html
3292;1999-09-15;Obituary: Humphrey Cottrill;Humphrey Cottrill;Humphrey Cottrill;https://www.independent.co.uk/arts-entertainment/obituary-humphrey-cottrill-1119188.html
3293;1999-09-16;Obituary: Moondog;Moondog;Moondog;https://www.independent.co.uk/arts-entertainment/obituary-moondog-1119370.html
3294;1999-09-16;Obituary: Charles Crichton;Charles Crichton;Charles Crichton;https://www.independent.co.uk/arts-entertainment/obituary-charles-crichton-1119361.html
3295;1999-09-17;Obituary: Professor David Baum;Professor David Baum;David Baum;https://www.independent.co.uk/arts-entertainment/obituary-professor-david-baum-1119577.html
3296;1999-09-22;Obituary: Lev Razgon;Lev Razgon;Lev Razgon;https://www.independent.co.uk/arts-entertainment/obituary-lev-razgon-1120992.html
3297;1999-09-22;Obituary: Sir Colin Walker;Sir Colin Walker;Colin Walker;https://www.independent.co.uk/arts-entertainment/obituary-sir-colin-walker-1120990.html
3298;1999-09-23;Obituary: Clive Jenkins;Clive Jenkins;Clive Jenkins;https://www.independent.co.uk/arts-entertainment/obituary-clive-jenkins-1121173.html
3299;1999-09-23;Obituary: The Earl of Dalhousie;The Earl of Dalhousie;The Earl of Dalhousie;https://www.independent.co.uk/arts-entertainment/obituary-the-earl-of-dalhousie-1121184.html
3300;1999-09-24;Obituary: Kerubino Kuanyin Bol;Kerubino Kuanyin Bol;Kerubino Kuanyin Bol;https://www.independent.co.uk/arts-entertainment/obituary-kerubino-kuanyin-bol-1121378.html
3301;1999-09-27;Obituary: Leo Valiani;Leo Valiani;Leo Valiani;https://www.independent.co.uk/arts-entertainment/obituary-leo-valiani-1122640.html
3302;1999-09-27;Obituary: Birgit Cullberg;Birgit Cullberg;Birgit Cullberg;https://www.independent.co.uk/arts-entertainment/obituary-birgit-cullberg-1122641.html
3303;1999-09-27;Obituary: Capt Ralph Medley;Capt Ralph Medley;Ralph Medley;https://www.independent.co.uk/arts-entertainment/obituary-capt-ralph-medley-1122650.html
3304;1999-09-27;Obituary: Sir Melville Arnott;Sir Melville Arnott;Melville Arnott;https://www.independent.co.uk/arts-entertainment/obituary-sir-melville-arnott-1122639.html
3305;1999-09-27;Obituary: Bishop Alfred Abramowicz;Bishop Alfred Abramowicz;Alfred Abramowicz;https://www.independent.co.uk/arts-entertainment/obituary-bishop-alfred-abramowicz-1122642.html
3306;1999-09-28;Obituary: Ivan Goff;Ivan Goff;Ivan Goff;https://www.independent.co.uk/arts-entertainment/obituary-ivan-goff-1122786.html
3307;1999-09-28;Obituary: Judith Exner;Judith Exner;Judith Exner;https://www.independent.co.uk/arts-entertainment/obituary-judith-exner-1122788.html
3308;1999-09-29;Obituary: Frank Tarloff;Frank Tarloff;Frank Tarloff;https://www.independent.co.uk/arts-entertainment/obituary-frank-tarloff-1122976.html
3309;1999-09-29;Obituary: Michel Pinseau;Michel Pinseau;Michel Pinseau;https://www.independent.co.uk/arts-entertainment/obituary-michel-pinseau-1122974.html
3310;1999-09-29;Obituary: M. C. Richards;M. C. Richards;M. C. Richards;https://www.independent.co.uk/arts-entertainment/obituary-m-c-richards-1122979.html
3311;1999-09-29;Obituary: Viscount Caldecote;Viscount Caldecote;Viscount Caldecote;https://www.independent.co.uk/arts-entertainment/obituary-viscount-caldecote-1122973.html
3312;1999-09-30;Obituary: Kazuo Miyagawa;Kazuo Miyagawa;Kazuo Miyagawa;https://www.independent.co.uk/arts-entertainment/obituary-kazuo-miyagawa-1123177.html
3313;1999-09-30;Obituary: Marion Zimmer Bradley;Marion Zimmer Bradley;Marion Zimmer Bradley;https://www.independent.co.uk/arts-entertainment/obituary-marion-zimmer-bradley-1123162.html
3314;1999-11-02;Obituary: Eric Kahane;Eric Kahane;Eric Kahane;https://www.independent.co.uk/arts-entertainment/obituary-eric-kahane-1121899.html
3315;1999-11-02;Obituary: Rosalie Gascoigne;Rosalie Gascoigne;Rosalie Gascoigne;https://www.independent.co.uk/arts-entertainment/obituary-rosalie-gascoigne-1121898.html
3316;1999-11-02;Obituary: The Rev Leonard Boyle;The Rev Leonard Boyle;Leonard Boyle;https://www.independent.co.uk/arts-entertainment/obituary-the-rev-leonard-boyle-1121904.html
3317;1999-11-03;Obituary: Tommy Durden;Tommy Durden;Tommy Durden;https://www.independent.co.uk/arts-entertainment/obituary-tommy-durden-1122086.html
3318;1999-11-03;Obituary: Philip Sansom;Philip Sansom;Philip Sansom;https://www.independent.co.uk/arts-entertainment/obituary-philip-sansom-1122088.html
3319;1999-11-03;Obituary: Stafford Cottman;Stafford Cottman;Stafford Cottman;https://www.independent.co.uk/arts-entertainment/obituary-stafford-cottman-1122096.html
3320;1999-11-04;Obituary: Edmund Dell;Edmund Dell;Edmund Dell;https://www.independent.co.uk/arts-entertainment/obituary-edmund-dell-1122292.html
3321;1999-11-04;Obituary: Sir James Stubblefield;Sir James Stubblefield;James Stubblefield;https://www.independent.co.uk/arts-entertainment/obituary-sir-james-stubblefield-1122296.html
3322;1999-11-05;Obituary: Ian Bannen;Ian Bannen;Ian Bannen;https://www.independent.co.uk/arts-entertainment/obituary-ian-bannen-1123481.html
3323;1999-11-05;Obituary: Charles Wintour;Charles Wintour;Charles Wintour;https://www.independent.co.uk/arts-entertainment/obituary-charles-wintour-1123476.html
3324;1999-11-06;Obituary: Malcolm Marshall;Malcolm Marshall;Malcolm Marshall;https://www.independent.co.uk/arts-entertainment/obituary-malcolm-marshall-1123699.html
3325;1999-11-08;Obituary: Lord Montague of Oxford;Lord Montague of Oxford;Lord Montague of Oxford;https://www.independent.co.uk/arts-entertainment/obituary-lord-montague-of-oxford-1124327.html
3326;1999-11-08;Obituary: Sir William van Straubenzee;Sir William van Straubenzee;William van Straubenzee;https://www.independent.co.uk/arts-entertainment/obituary-sir-william-van-straubenzee-1124329.html
3327;1999-11-09;Obituary: George Sims;George Sims;George Sims;https://www.independent.co.uk/arts-entertainment/obituary-george-sims-1124531.html
3328;1999-11-10;Obituary: John Mackay;John Mackay;John Mackay;https://www.independent.co.uk/arts-entertainment/obituary-john-mackay-1124757.html
3329;1999-11-10;Obituary: Terry Gilkyson;Terry Gilkyson;Terry Gilkyson;https://www.independent.co.uk/arts-entertainment/obituary-terry-gilkyson-1124763.html
3330;1999-11-10;Obituary: George V. Higgins;George V. Higgins;George V. Higgins;https://www.independent.co.uk/arts-entertainment/obituary-george-v-higgins-1124755.html
3331;1999-11-11;Obituary: Jerry Kerr;Jerry Kerr;Jerry Kerr;https://www.independent.co.uk/arts-entertainment/obituary-jerry-kerr-1125033.html
3332;1999-11-11;Obituary: Paul Dessau;Paul Dessau;Paul Dessau;https://www.independent.co.uk/arts-entertainment/obituary-paul-dessau-1125035.html
3333;1999-11-11;Obituary: Sigrid de Lima;Sigrid de Lima;Sigrid de Lima;https://www.independent.co.uk/arts-entertainment/obituary-sigrid-de-lima-1125031.html
3334;1999-11-12;Obituary: Lester Bowie;Lester Bowie;Lester Bowie;https://www.independent.co.uk/arts-entertainment/obituary-lester-bowie-1125271.html
3335;1999-11-12;Obituary: Theodore Hall;Theodore Hall;Theodore Hall;https://www.independent.co.uk/arts-entertainment/obituary-theodore-hall-1125267.html
3336;1999-11-12;Obituary: Clifford Harker;Clifford Harker;Clifford Harker;https://www.independent.co.uk/arts-entertainment/obituary-clifford-harker-1125269.html
3337;1999-11-13;Obituary: Jacobo Timerman;Jacobo Timerman;Jacobo Timerman;https://www.independent.co.uk/arts-entertainment/obituary-jacobo-timerman-1125585.html
3338;1999-11-13;Obituary: Sir Vivian Fuchs;Sir Vivian Fuchs;Vivian Fuchs;https://www.independent.co.uk/arts-entertainment/obituary-sir-vivian-fuchs-1125583.html
3339;1999-11-15;Obituary: Howard Browne;Howard Browne;Howard Browne;https://www.independent.co.uk/arts-entertainment/obituary-howard-browne-1126255.html
3340;1999-11-15;Obituary: Leonard Boden;Leonard Boden;Leonard Boden;https://www.independent.co.uk/arts-entertainment/obituary-leonard-boden-1126253.html
3341;1999-11-16;Obituary: Don Taylor;Don Taylor;Don Taylor;https://www.independent.co.uk/arts-entertainment/obituary-don-taylor-1126414.html
3342;1999-11-17;Obituary: Peter Dornan;Peter Dornan;Peter Dornan;https://www.independent.co.uk/arts-entertainment/obituary-peter-dornan-1126614.html
3343;1999-11-17;Obituary: J. P. L. Gwynn;J. P. L. Gwynn;J. P. L. Gwynn;https://www.independent.co.uk/arts-entertainment/obituary-j-p-l-gwynn-1126615.html
3344;1999-11-18;Obituary: Frank DeVol;Frank DeVol;Frank DeVol;https://www.independent.co.uk/arts-entertainment/obituary-frank-devol-1126809.html
3345;1999-11-18;Obituary: Harry Gibbs;Harry Gibbs;Harry Gibbs;https://www.independent.co.uk/arts-entertainment/obituary-harry-gibbs-1126807.html
3346;1999-11-18;Obituary: Mary Reeves;Mary Reeves;Mary Reeves;https://www.independent.co.uk/arts-entertainment/obituary-mary-reeves-1126808.html
3347;1999-11-19;Obituary: Barbara Strachey;Barbara Strachey;Barbara Strachey;https://www.independent.co.uk/arts-entertainment/obituary-barbara-strachey-1127122.html
3348;1999-11-19;Obituary: Professor William Brass;Professor William Brass;William Brass;https://www.independent.co.uk/arts-entertainment/obituary-professor-william-brass-1127118.html
3349;1999-11-20;Obituary: Horst P. Horst;Horst P. Horst;Horst P. Horst;https://www.independent.co.uk/arts-entertainment/obituary-horst-p-horst-1127337.html
3350;1999-11-23;Obituary: Gyorgy Sebok;Gyorgy Sebok;Gyorgy Sebok;https://www.independent.co.uk/arts-entertainment/obituary-gyorgy-sebok-1128047.html
3351;1999-11-23;Obituary: Raoul Millais;Raoul Millais;Raoul Millais;https://www.independent.co.uk/arts-entertainment/obituary-raoul-millais-1128046.html
3352;1999-11-24;Obituary: Thomas Pitfield;Thomas Pitfield;Thomas Pitfield;https://www.independent.co.uk/arts-entertainment/obituary-thomas-pitfield-1128299.html
3353;1999-11-26;Obituary: The Rev Edmund Colledge;The Rev Edmund Colledge;Edmund Colledge;https://www.independent.co.uk/arts-entertainment/obituary-the-rev-edmund-colledge-1128687.html
3354;1999-11-27;Obituary: Paddy Farrell;Paddy Farrell;Paddy Farrell;https://www.independent.co.uk/arts-entertainment/obituary-paddy-farrell-1128903.html
3355;1999-11-27;Obituary: Kathleen Farrell;Kathleen Farrell;Kathleen Farrell;https://www.independent.co.uk/arts-entertainment/obituary-kathleen-farrell-1128904.html
3356;1999-11-29;Obituary: David Kessler;David Kessler;David Kessler;https://www.independent.co.uk/arts-entertainment/obituary-david-kessler-1129582.html
3357;1999-11-30;Obituary: Donald Mills;Donald Mills;Donald Mills;https://www.independent.co.uk/arts-entertainment/obituary-donald-mills-1129760.html
3358;1999-12-01;Obituary: Peter Boston;Peter Boston;Peter Boston;https://www.independent.co.uk/arts-entertainment/obituary-peter-boston-1124303.html
3359;1999-12-01;Obituary: Alexander Liberman;Alexander Liberman;Alexander Liberman;https://www.independent.co.uk/arts-entertainment/obituary-alexander-liberman-1124313.html
3360;1999-12-02;Obituary: Sarah Gainham;Sarah Gainham;Sarah Gainham;https://www.independent.co.uk/arts-entertainment/obituary-sarah-gainham-1125334.html
3361;1999-12-03;Obituary: Rene Sedillot;Rene Sedillot;Rene Sedillot;https://www.independent.co.uk/arts-entertainment/obituary-rene-sedillot-1126865.html
3362;1999-12-03;Obituary: Sir John Wilson;Sir John Wilson;John Wilson;https://www.independent.co.uk/arts-entertainment/obituary-sir-john-wilson-1126863.html
3363;1999-12-03;Obituary: Marjorie Gardener;Marjorie Gardener;Marjorie Gardener;https://www.independent.co.uk/arts-entertainment/obituary-marjorie-gardener-1126868.html
3364;1999-12-06;Obituary: Nilde Iotti;Nilde Iotti;Nilde Iotti;https://www.independent.co.uk/arts-entertainment/obituary-nilde-iotti-1130596.html
3365;1999-12-06;Obituary: Madeline Kahn;Madeline Kahn;Madeline Kahn;https://www.independent.co.uk/arts-entertainment/obituary-madeline-kahn-1130594.html
3366;1999-12-07;Obituary: Ernest Zobole;Ernest Zobole;Ernest Zobole;https://www.independent.co.uk/arts-entertainment/obituary-ernest-zobole-1130792.html
3367;1999-12-07;Obituary: Jeremy Benson;Jeremy Benson;Jeremy Benson;https://www.independent.co.uk/arts-entertainment/obituary-jeremy-benson-1130783.html
3368;1999-12-08;Obituary: John Berry;John Berry;John Berry;https://www.independent.co.uk/arts-entertainment/obituary-john-berry-1131008.html
3369;1999-12-08;Obituary: Robert Bingham;Robert Bingham;Robert Bingham;https://www.independent.co.uk/arts-entertainment/obituary-robert-bingham-1130991.html
3370;1999-12-08;Obituary: Vladimir Yashchenko;Vladimir Yashchenko;Vladimir Yashchenko;https://www.independent.co.uk/arts-entertainment/obituary-vladimir-yashchenko-1130993.html
